candidate,state,standardized_office_18,standardized_status_18,redistricting_role,amount_18_in_state,amount_18_out_of_state,amount_18_unknown,amount_18_total,pct_18_in_state,pct_18_out_of_state,pct_18_unknown,standardized_office_14,standardized_status_14,amount_14_in_state,amount_14_out_of_state,amount_14_unknown,amount_14_total,pct_14_in_state,pct_14_out_of_state,pct_14_unknown,standardized_office_10,standardized_status,amount_10_in_state,amount_10_out_of_state,amount_10_unknown,amount_10_total,pct_10_in_state,pct_10_out_of_state,pct_10_unknown
"STRAUB, FRANK",PA,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$83,400","$2,130",$0,"$85,530",98%,2%,0%
"STRAUSBAUGH, MIKE",PA,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$6,100",$0,$500,"$6,600",92%,0%,8%
"STRAUSS, LETA",ID,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$3,850",$0,$0,"$3,850",100%,0%,0%
"STREDNEY, EDWARD",OH,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,"$6,241",$260,$0,"$6,501",96%,4%,0%
"STREET, SHARIF",PA,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,"$78,901","$8,050","$14,150","$101,101",78%,8%,14%
"STRICKLAND, TED & BROWN, YVETTE MCGEE",OH,,,,,,,,,,,,,,,,,,,,GOVERNOR/LIEUTENANT GOVERNOR,ADVANCED TO GENERAL,"$15,516,763","$3,592,053","$5,813","$19,114,629",81%,19%,0%
"STRITZINGER, WILLIAM R",DE,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$5,000","$2,500",$300,"$7,800",64%,32%,4%
"STROBEL, MICHELE",WA,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$34,662",$100,$45,"$34,807",100%,0%,0%
"STRONG, FRED",CA,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,"$5,875",$0,$0,"$5,875",100%,0%,0%
"STRONG, REGINA",MI,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$4,635",$0,$0,"$4,635",100%,0%,0%
"STROUD, DANNY",CO,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$18,554","$7,133",$0,"$25,687",72%,28%,0%
"STROUD, TREY",FL,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,"$41,343","$1,645",$0,"$42,988",96%,4%,0%
"STRUZIK, MICHAEL",CT,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,$970,$550,$0,"$1,520",64%,36%,0%
"STRUZIK, RON",AL,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$1,000",$0,$0,"$1,000",100%,0%,0%
"STUDEBAKER, JOHN M",FL,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$4,339",$0,$0,"$4,339",100%,0%,0%
"STULL, PAUL S",MD,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,"$14,701",$350,$0,"$15,051",98%,2%,0%
"STULTZ, GLORIA",CO,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$27,280",$300,$0,"$27,580",99%,1%,0%
"STUMPF, LEROY",MN,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$1,000",$0,"$3,100","$4,100",24%,0%,76%
"SUDDETH, KEVIN",IN,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,$684,$0,$0,$684,100%,0%,0%
"SUDER, SCOTT",WI,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$14,610","$1,750",$0,"$16,360",89%,11%,0%
"SUESS, LARRY",KY,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,"$3,178",$0,$0,"$3,178",100%,0%,0%
"SUGRUE, DAN",IL,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$36,988",$200,$0,"$37,188",99%,1%,0%
"SULLIVAN, CORNELIUS F",MA,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,"$14,157","$4,330",$500,"$18,987",75%,23%,3%
"SULLIVAN, DANIEL S",OK,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$151,025","$9,950",$0,"$160,975",94%,6%,0%
"SULLIVAN, DARRYL",AR,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,"$2,550",$0,$0,"$2,550",100%,0%,0%
"SULLIVAN, DAVID B",MA,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$21,760","$1,490",$0,"$23,250",94%,6%,0%
"SULLIVAN, JIM",WI,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$176,403","$26,936",$0,"$203,339",87%,13%,0%
"SULLIVAN, MARY ANN",IN,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$22,653","$2,626",$0,"$25,279",90%,10%,0%
"SULLIVAN, NANCY B",ME,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$5,600","$1,250",$0,"$6,850",82%,18%,0%
"SULLIVAN, PAUL P",MA,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,"$22,831","$1,128",$0,"$23,959",95%,5%,0%
"SULLIVAN, SEAN",CT,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$15,510","$1,550",$0,"$17,060",91%,9%,0%
"SULLIVAN, SHAWN",WA,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$7,754",$660,$0,"$8,414",92%,8%,0%
"SUMMERS, KENNETH",CO,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$31,227","$1,575",$0,"$32,802",95%,5%,0%
"SUMMERS, MERT",WI,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$11,221","$2,960",$0,"$14,181",79%,21%,0%
"SUMMERS, TIM",AR,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$6,098",$250,"$1,000","$7,348",83%,3%,14%
"SUMPTER, ROGER",AR,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,$600,$0,$0,$600,100%,0%,0%
"SUMSION, KENNETH W",UT,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$5,805",$500,$0,"$6,305",92%,8%,0%
"SURINER, NOREEN P",MA,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,"$10,430",$650,$0,"$11,080",94%,6%,0%
"SURLINE, RANDY",MI,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,"$7,368",$250,$20,"$7,638",96%,3%,0%
"SUTINEN, TIM",WA,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$9,370","$1,050",$160,"$10,580",89%,10%,2%
"SUTPHEN, CHUCK",MN,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,$450,$0,$0,$450,100%,0%,0%
"SUTTER, ALEX",ID,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$12,810",$500,$0,"$13,310",96%,4%,0%
"SUTTON, RONNIE",NC,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,"$52,165","$2,050",$0,"$54,215",96%,4%,0%
"SVATY, DON",KS,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$4,630",$950,$0,"$5,580",83%,17%,0%
"SWAFFORD, ERIC H",TN,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,"$52,110","$3,000",$0,"$55,110",95%,5%,0%
"SWAILS, MARSHA",MN,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$9,775",$0,$0,"$9,775",100%,0%,0%
"SWAIM, KURT",IA,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$16,317",$200,$0,"$16,517",99%,1%,0%
"SWALM, SPENCER",CO,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$54,229","$1,300",$0,"$55,529",98%,2%,0%
"SWANGER, ROSEMARIE",PA,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$9,000",$0,$0,"$9,000",100%,0%,0%
"SWANSON, JOHN",OR,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,"$21,894","$6,450",$0,"$28,344",77%,23%,0%
"SWANSON, KURT",WA,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$1,901",$0,$0,"$1,901",100%,0%,0%
"SWANSON, SANDRE R",CA,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$503,035","$51,450",$0,"$554,485",91%,9%,0%
"SWANSON, SUSAN",SC,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,"$1,308",$0,$0,"$1,308",100%,0%,0%
"SWANSON, VERN",KS,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$5,455","$3,200",$0,"$8,655",63%,37%,0%
"SWAPP, JOHN H",WA,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$12,990","$3,200",$0,"$16,190",80%,20%,0%
"SWARTHOUT, DAVE",WI,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,"$32,230",$0,$0,"$32,230",100%,0%,0%
"SWEENEY, ROBERT K",NY,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$63,255","$3,600",$0,"$66,855",95%,5%,0%
"SWEET, VIRGINIA",AL,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$23,820","$7,605","$1,000","$32,425",73%,23%,3%
"SWENSON, DALE",KS,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$2,800",$400,$0,"$3,200",88%,13%,0%
"SWERDFEGER, KEITH R",CO,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$96,058","$3,319",$0,"$99,377",97%,3%,0%
"SWERSIE, GABRIEL",IA,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$2,927",$150,$0,"$3,077",95%,5%,0%
"SWIFT JR, FRANCIS J",DE,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$4,267","$1,100",$0,"$5,367",80%,20%,0%
"SWINDELL IV, ALBIN B",NC,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$112,147","$19,500",$0,"$131,647",85%,15%,0%
"SWINDELL, RANDY",HI,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,"$5,035","$3,925",$0,"$8,960",56%,44%,0%
"SWINEY, TIMOTHY",GA,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,"$5,179",$0,$0,"$5,179",100%,0%,0%
"SWITALSKI, JON M",MI,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$59,383","$5,195",$0,"$64,578",92%,8%,0%
"SWITZLER, ROYAL H",MA,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,$500,$0,$0,$500,100%,0%,0%
"SYKES, VERNON",OH,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$590,437","$68,576","$4,575","$663,587",89%,10%,1%
"SYMMON, JOE",CA,,,,,,,,,,,,,,,,,,,,GOVERNOR/LIEUTENANT GOVERNOR,DID NOT ADVANCE,"$10,575",$0,$550,"$11,125",95%,0%,5%
"SYNAN, DWIGHT D",HI,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,"$5,110",$275,$0,"$5,385",95%,5%,0%
"SZCZEPANIAK, THOMAS S",MA,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,"$30,799",$0,$0,"$30,799",100%,0%,0%
"SZEWCZYK, JOHN",CT,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$27,350",$0,$0,"$27,350",100%,0%,0%
"SZOLLOSI, MATTHEW A",OH,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$905,864","$192,397","$4,000","$1,102,261",82%,17%,0%
"TABIT, SALIM RO (SAL)",MA,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,"$24,716","$1,425",$0,"$26,141",95%,5%,0%
"TABONE, VINCENT J",NY,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$99,491","$5,600",$150,"$105,241",95%,5%,0%
"TABORSAK, JOSEPH J",CT,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$5,530",$100,$0,"$5,630",98%,2%,0%
"TACKETT, LYN M",IA,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,"$1,985",$0,$0,"$1,985",100%,0%,0%
"TAFANELLI, LEE",KS,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$7,125","$2,969",$0,"$10,094",71%,29%,0%
"TAFELSKI, LINDA A",MI,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,"$14,708",$75,$0,"$14,783",99%,1%,0%
"TAFOYA, AMBER",CO,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,"$43,901","$3,001",$0,"$46,902",94%,6%,0%
"TAHIR, JEFFREY LEMASTERS",CA,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,"$6,665",$200,$0,"$6,865",97%,3%,0%
"TAKAI, KYLE MARK",HI,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$26,200","$2,250",$0,"$28,450",92%,8%,0%
"TAKALA, RUDY",MN,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,"$2,613",$0,$0,"$2,613",100%,0%,0%
"TAKASUGI, PATRICK A",ID,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$19,000","$1,200",$0,"$20,200",94%,6%,0%
"TAKITAKI, DAVID",MI,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,"$10,592",$205,$53,"$10,850",98%,2%,0%
"TALBOTT, THERESA D",OH,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,$100,$0,$0,$100,100%,0%,0%
"TALIA, MILACK",KS,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$19,913","$3,417",$0,"$23,330",85%,15%,0%
"TALIERCIO, GENE",MI,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,"$13,295",$140,$0,"$13,435",99%,1%,0%
"TALLARITA, KATHLEEN M",CT,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$3,762",$50,$0,"$3,812",99%,1%,0%
"TANCREDO, THOMAS GERARD (TOM) & MILLER, PAT",CO,,,,,,,,,,,,,,,,,,,,GOVERNOR/LIEUTENANT GOVERNOR,ADVANCED TO GENERAL,"$308,619","$171,674",$15,"$480,308",64%,36%,0%
"TANIGUCHI, BRIAN T",HI,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$81,112","$5,600",$0,"$86,712",94%,6%,0%
"TANKERSLEY, DWIGHT",AL,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,"$36,632",$0,$0,"$36,632",100%,0%,0%
"TANN, DEBRA",GA,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$1,400",$0,$0,"$1,400",100%,0%,0%
"TANNER, JANET",CO,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$5,691",$675,$0,"$6,366",89%,11%,0%
"TARASIAK, ROBERT J",OH,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,"$1,243",$0,$0,"$1,243",100%,0%,0%
"TARLETON, CULLIE",NC,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$70,682","$3,125",$100,"$73,907",96%,4%,0%
"TATE, BRITTANY",AL,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,"$1,260",$0,$0,"$1,260",100%,0%,0%
"TAVARES JR, ROBERT",MA,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,"$35,144",$950,$0,"$36,094",97%,3%,0%
"TAYLOR, BILL",AR,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,"$7,925",$0,$0,"$7,925",100%,0%,0%
"TAYLOR, BILLY",MD,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,"$8,420",$100,$0,"$8,520",99%,1%,0%
"TAYLOR, BRAD JONATHAN",CA,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,$400,$0,$0,$400,100%,0%,0%
"TAYLOR, BRYAN",AL,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$76,800","$42,093",$0,"$118,893",65%,35%,0%
"TAYLOR, BUTCH",AL,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$171,943","$3,521",$200,"$175,664",98%,2%,0%
"TAYLOR, FRANCES",AL,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,"$8,950",$0,$0,"$8,950",100%,0%,0%
"TAYLOR, GARY W",SC,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,"$11,704",$263,$0,"$11,967",98%,2%,0%
"TAYLOR, HENRY H (HANK)",IN,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,"$23,817",$100,$0,"$23,917",100%,0%,0%
"TAYLOR, JEREMY J",IA,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$11,098","$1,194",$0,"$12,292",90%,10%,0%
"TAYLOR, LARRY",TX,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$88,850","$20,750",$0,"$109,600",81%,19%,0%
"TAYLOR, RASHAD",GA,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$14,876","$7,050",$0,"$21,926",68%,32%,0%
"TAYLOR, RICK",PA,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$247,035","$9,042",$0,"$256,077",96%,4%,0%
"TAYLOR, TESS",VT,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$1,250",$0,$0,"$1,250",100%,0%,0%
"TAYLOR, THOMAS C",NM,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$15,900","$12,450",$0,"$28,350",56%,44%,0%
"TEBELIUS, DIANE",WA,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$42,445","$3,775",$5,"$46,225",92%,8%,0%
"TECHENTIN, MELISSA A",MD,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,"$1,720",$0,$0,"$1,720",100%,0%,0%
"TEETER, GARY",OH,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,"$3,619",$0,$0,"$3,619",100%,0%,0%
"TEMPLE, MARK P",OK,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,"$17,807",$0,$0,"$17,807",100%,0%,0%
"TERRELL III, PAUL F",NC,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$2,650",$0,$0,"$2,650",100%,0%,0%
"TERRILL, RANDY",OK,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$16,476","$2,500",$0,"$18,976",87%,13%,0%
"THACKER, JUSTIN DANIEL",ME,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$4,828",$280,$0,"$5,108",95%,5%,0%
"THAYER, MARY KAY",MI,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,"$6,673",$75,$0,"$6,748",99%,1%,0%
"THEDE, DAVE",IA,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,"$1,360",$100,$0,"$1,460",93%,7%,0%
"THEUS, JNEANNE",MD,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,"$2,935",$500,$0,"$3,435",85%,15%,0%
"THIBAUT, KRISTI",TX,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$205,853","$7,000",$0,"$212,853",97%,3%,0%
"THIESEN, TIM",CA,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$200,325",$300,$0,"$200,625",100%,0%,0%
"THIGPEN SR, WILLIAM E",AL,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$55,099","$3,700","$6,250","$65,049",85%,6%,10%
"THIMONS, DANIEL R",OH,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$1,048",$0,$0,"$1,048",100%,0%,0%
"THOMAS II, JOE J",AK,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$73,306","$1,800",$0,"$75,106",98%,2%,0%
"THOMAS III, LEWIS",PA,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,"$37,187","$1,671",$0,"$38,858",96%,4%,0%
"THOMAS JR, WILLIAM A (BILL)",AK,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$21,972","$1,050",$0,"$23,022",95%,5%,0%
"THOMAS, BRIAN",GA,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$2,900",$250,$0,"$3,150",92%,8%,0%
"THOMAS, CRAIG",ID,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$2,225",$0,$0,"$2,225",100%,0%,0%
"THOMAS, DARIN HAYES",NC,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$1,607",$0,$100,"$1,707",94%,0%,6%
"THOMAS, DERMOND",NY,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$4,500","$3,200",$0,"$7,700",58%,42%,0%
"THOMAS, ELWYN",AL,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$20,750",$500,$0,"$21,250",98%,2%,0%
"THOMAS, JACK A",NM,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$8,800","$1,600",$0,"$10,400",85%,15%,0%
"THOMAS, JAMES L",AL,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,"$88,800","$3,700",$500,"$93,000",95%,4%,1%
"THOMAS, ROGER",IA,,,,,,,,,,,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$22,020",$850,$0,"$22,870",96%,4%,0%
